parent_url,activity_name,activity_content,activity_type,life_learning_type,outside_url,activity_limit,event_url
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=46
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=47
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=48
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=49
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=50
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=51
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=52
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=53
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=55
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=58
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=59
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=60
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=61
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=62
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=64
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=65
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=66
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=67
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=70
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=71
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=72
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=75
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=76
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=77
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=78
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261304_01,【VISION 2026臺大校園徵才】系列公司說明會,"3/9-4/24辦理，共68場次

想了解業界職缺、實習機會和未來職涯有那些選擇嗎？
千萬別錯過校徵系列公司說明會！

現場將由企業代表親自介紹招募需求與產業趨勢，還有機會與部門主管及人資一對一互動，爭取面試機會🎯
📍立即報名，卡位你的未來！

地點：
3/9、3/16、4/20：臺大集思會議中心【蘇格拉底廳】
3/10、3/11、3/12、3/17、3/18、3/19、3/20、4/21、4/22、4/23、4/24：臺大集思會議中心【米開朗基羅廳】

部分場次提供參加者紀念品，詳情請至職涯中心網頁查詢

💡特別說明：
1.活動採取實名制，請於報名時留下可聯絡之資訊
2.因人員較多，建議出席活動配戴口罩",徵才 (適用非公務人員),活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261304_01&sesID=79
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261923_01,圖書館HELP講堂「從容學習，游刃有餘」(114學年度下學期),"「HELP 講堂」教你如何快、狠、準，高效完成報告和作業、提升學術力！

✅ 快：掌握資料庫查詢密技，不再大海撈針。
✅ 狠：活用書目管理軟體，參考文獻速速完成。
✅ 準： 掌握核心資料庫與學科主題文獻資源，精準檢索。

幫助你在學海中，也能「從容學習，游刃有餘」
本學期場次主題如下，歡迎踴躍報名！

跟著做，一步步學書目管理軟體─EndNote
早安日本─日本新聞資料庫應用
探索歷史寶藏─Gale Primary Sources
終結參考文獻地獄─Zotero快速上手
Turnitin原創性比對全解析
用對 AI，學術研究不踩線

⚫實體課程全程參與者，可獲得圖書館專屬限量 L 夾，並有機會抽中精美獎品，歡迎踴躍參加。
⚫本校教職員工生加碼：參加任一場 Master 講堂或 HELP 講堂可得 1 點，集滿 3 點即可至圖書館 1 樓服務台兌換抽獎券。6/3（三）將抽出 8 位得主，贈送 100 元超商禮券，並以 E-mail 通知領獎資訊。
⚫歡迎本校教職員及學生、校外人士線上報名，課前將以 E-mail 寄送通知。
⚫圖書館保留系列課程變動之權利，如有修正或取消，將於本館網站公告。",課程 (兩種身分皆適用),管理/綜合管理/知識管理(120),https://www.lib.ntu.edu.tw/node/1817,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261923_01&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261923_01,圖書館HELP講堂「從容學習，游刃有餘」(114學年度下學期),"「HELP 講堂」教你如何快、狠、準，高效完成報告和作業、提升學術力！

✅ 快：掌握資料庫查詢密技，不再大海撈針。
✅ 狠：活用書目管理軟體，參考文獻速速完成。
✅ 準： 掌握核心資料庫與學科主題文獻資源，精準檢索。

幫助你在學海中，也能「從容學習，游刃有餘」
本學期場次主題如下，歡迎踴躍報名！

跟著做，一步步學書目管理軟體─EndNote
早安日本─日本新聞資料庫應用
探索歷史寶藏─Gale Primary Sources
終結參考文獻地獄─Zotero快速上手
Turnitin原創性比對全解析
用對 AI，學術研究不踩線

⚫實體課程全程參與者，可獲得圖書館專屬限量 L 夾，並有機會抽中精美獎品，歡迎踴躍參加。
⚫本校教職員工生加碼：參加任一場 Master 講堂或 HELP 講堂可得 1 點，集滿 3 點即可至圖書館 1 樓服務台兌換抽獎券。6/3（三）將抽出 8 位得主，贈送 100 元超商禮券，並以 E-mail 通知領獎資訊。
⚫歡迎本校教職員及學生、校外人士線上報名，課前將以 E-mail 寄送通知。
⚫圖書館保留系列課程變動之權利，如有修正或取消，將於本館網站公告。",課程 (兩種身分皆適用),管理/綜合管理/知識管理(120),https://www.lib.ntu.edu.tw/node/1817,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261923_01&sesID=2
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261923_01,圖書館HELP講堂「從容學習，游刃有餘」(114學年度下學期),"「HELP 講堂」教你如何快、狠、準，高效完成報告和作業、提升學術力！

✅ 快：掌握資料庫查詢密技，不再大海撈針。
✅ 狠：活用書目管理軟體，參考文獻速速完成。
✅ 準： 掌握核心資料庫與學科主題文獻資源，精準檢索。

幫助你在學海中，也能「從容學習，游刃有餘」
本學期場次主題如下，歡迎踴躍報名！

跟著做，一步步學書目管理軟體─EndNote
早安日本─日本新聞資料庫應用
探索歷史寶藏─Gale Primary Sources
終結參考文獻地獄─Zotero快速上手
Turnitin原創性比對全解析
用對 AI，學術研究不踩線

⚫實體課程全程參與者，可獲得圖書館專屬限量 L 夾，並有機會抽中精美獎品，歡迎踴躍參加。
⚫本校教職員工生加碼：參加任一場 Master 講堂或 HELP 講堂可得 1 點，集滿 3 點即可至圖書館 1 樓服務台兌換抽獎券。6/3（三）將抽出 8 位得主，贈送 100 元超商禮券，並以 E-mail 通知領獎資訊。
⚫歡迎本校教職員及學生、校外人士線上報名，課前將以 E-mail 寄送通知。
⚫圖書館保留系列課程變動之權利，如有修正或取消，將於本館網站公告。",課程 (兩種身分皆適用),管理/綜合管理/知識管理(120),https://www.lib.ntu.edu.tw/node/1817,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261923_01&sesID=3
